year,iso,rgdpbarro,rgdp,loans1,bassets2,govass,narrowm,money,gdp,iy,cpi,pop,stir,ltrate,crisisST,stocks,currency,inflation ,stock_market,domestic_debt,external_debt ,banking_crisis,crisis_tally
1876,GBR,14.29167652,3430.159912,NA,NA,NA,NA,NA,1.284000039,0.106923103,2.714799881,33200,0.021229999,0.031915002,0,27.75429916,0,0,0,0,0,0,0
1877,GBR,14.3287096,3425.197021,NA,NA,NA,NA,NA,1.241000056,0.105468802,2.714799881,33576,0.025,0.031516999,0,25.08169937,0,0,0,0,0,0,0
1878,GBR,14.09249783,3402.500977,NA,NA,NA,NA,NA,1.31099999,0.0946372,2.563977957,33932,0.036309998,0.031704001,0,22.33189964,0,0,0,0,0,0,0
1879,GBR,14.04918385,3352.508057,NA,NA,NA,NA,NA,1.159999967,0.089300796,2.488567114,34304,0.018780001,0.030809,0,25.03030014,0,0,0,0,0,0,0
1880,GBR,14.44091415,3477.320068,0.218899995,0.432300001,NA,0.192975894,0.495000005,1.378999949,0.080451101,2.589114904,34623,0.0251,0.030379999,0,26.26379967,0,0,0,0,0,0,0
1881,GBR,14.91021633,3568.427002,0.222299993,0.452600002,NA,0.191,0.514999986,1.307000041,0.0836531,2.538841009,34935,0.03077,0.030208001,0,26.10960007,0,0,0,0,0,0,0
1882,GBR,15.19972324,3643.040039,0.242300004,0.474900007,NA,0.194999993,0.536000013,1.33099997,0.081967197,2.513704062,35206,0.03661,0.029720999,0,24.46489906,0,0,0,0,0,0,0
1883,GBR,15.25522327,3643.310059,0.239399999,0.492500007,NA,0.194000006,0.547999978,1.40199995,0.081529602,2.513704062,35450,0.031479999,0.029851001,0,23.23139954,0,0,0,0,0,0,0
1884,GBR,15.21718216,3621.654053,0.255100012,0.509299994,NA,0.186000004,0.555999994,1.375,0.0793413,2.388019085,35724,0.026520001,0.030200999,0,22.74309921,0,0,0,0,0,0,0
1885,GBR,14.98755169,3573.680908,0.248300001,0.517099977,NA,0.184,0.559000015,1.315000057,0.074188598,2.237195969,36015,0.02327,0.029999999,0,22.79450035,0,0,0,0,0,0,0
1886,GBR,15.12555981,3600.023926,0.251899987,0.517099977,NA,0.175999999,0.549000025,1.315000057,0.066147901,2.186923027,36313,0.025,0.029851001,0,22.92300034,0,0,0,0,0,0,0
1887,GBR,15.55261612,3713.150879,0.258899987,0.52700001,NA,0.170000002,0.55400002,1.350000024,0.0637509,2.161784887,36598,0.02672,0.029499,0,22.10070038,0,0,0,0,0,0,0
1888,GBR,16.07715416,3849.0979,0.2685,0.559199989,NA,0.164000005,0.573000014,1.361999989,0.065837599,2.161784887,36881,0.02672,0.028516,0,23.38559914,0,0,0,0,0,0,0
1889,GBR,16.894907,4023.766113,0.282099992,0.585500002,NA,0.167999998,0.59799999,1.422999978,0.070821501,2.186923027,37178,0.030060001,0.028292,0,26.44370079,0,0,0,0,0,0,0
1890,GBR,16.85701942,4008.789063,0.289499998,0.611400008,NA,0.175999999,0.624000013,1.468000054,0.072802201,2.186923027,37485,0.038819999,0.028766001,1,24.79899979,0,0,0,0,0,1,1
1891,GBR,16.61367607,3975.172119,0.342200011,0.725199997,NA,0.187000006,0.657999992,1.495000005,0.071333297,2.186923027,37802,0.02895,0.028871,0,24.97890091,0,0,0,0,0,0,0
1892,GBR,16.06803703,3846.320068,0.339300007,0.739600003,NA,0.184,0.736999989,1.488999963,0.0733696,2.212059021,38134,0.018580001,0.028240999,0,24.95319939,0,0,0,0,0,0,0
1893,GBR,15.89327526,3810.743896,0.347299993,0.73210001,NA,0.184,0.731000006,1.455000043,0.074914098,2.186923027,38490,0.026930001,0.028043,0,25.36440086,0,0,0,0,0,0,0
1894,GBR,16.99176788,4028.893066,0.345099986,0.763300002,NA,0.192000002,0.760999978,1.536000013,0.073364198,2.086374044,38859,0.01366,0.026667001,0,26.88059998,0,0,0,0,0,0,0
1895,GBR,17.3439579,4117.701172,0.368299991,0.810800016,NA,0.199000001,0.81099999,1.546000004,0.074530102,2.036099911,39221,0.01119,0.025793999,0,29.88730049,0,0,0,0,0,0,0
1896,GBR,17.77902412,4248.563965,0.392399997,0.834599972,NA,0.209999993,0.84799999,1.631000042,0.078832999,2.036099911,39599,0.018370001,0.024719,0,36.46609879,0,0,0,0,0,0,0
1897,GBR,17.72414398,4263.512207,0.405800015,0.856400013,NA,0.202999994,0.85799998,1.618999958,0.088181302,2.086374044,39987,0.01643,0.024390001,0,38.36780167,0,0,0,0,0,0,0
1898,GBR,18.49479103,4427.724121,0.420700014,0.885599971,NA,0.206,0.882000029,1.730999947,0.099192597,2.161784887,40381,0.027939999,0.024929,0,38.49629974,0,0,0,0,0,0,0
1899,GBR,19.15805244,4566.952148,0.442400008,0.913699985,NA,0.206,0.907999992,1.871000051,0.103225797,2.111510992,40773,0.034200002,0.027346,0,37.72529984,0,0,0,0,0,0,0
1900,GBR,18.70023727,4491.813965,0.456099987,0.941699982,NA,0.216999993,0.93900001,1.922000051,0.105128199,2.237195969,41155,0.039820001,0.028240999,0,37.39319992,0,0,0,0,0,0,0
1901,GBR,18.73296738,4450.396973,0.442900002,0.938899994,NA,0.215000004,0.930000007,2.049000025,0.104011901,2.212059021,41538,0.034000002,0.029549999,0,35.5428009,0,0,0,0,0,0,0
1902,GBR,18.9142952,4525.280762,0.442400008,0.954100013,NA,0.213,0.936999977,2,0.106446803,2.212059021,41893,0.03218,0.029694,0,35.0802002,0,0,0,0,0,0,0
1903,GBR,18.46149826,4439.616211,0.454600006,0.934000015,NA,0.211999997,0.925000012,1.988000035,0.104156204,2.237195969,42246,0.035110001,0.028229,0,33.1269989,0,0,0,0,0,0,0
1904,GBR,18.50339127,4427.943848,0.449999988,0.944400012,NA,0.213,0.931999981,2.02699995,0.100744396,2.262334108,42611,0.02956,0.028388999,0,33.94940186,0,0,0,0,0,0,0
1905,GBR,19.05268478,4520.476074,0.447400004,0.971599996,NA,0.209999993,0.944999993,2.088000059,0.096163198,2.262334108,42981,0.02895,0.028011,0,36.05680084,0,0,0,0,0,0,0
1906,GBR,19.34625435,4631.084961,0.470099986,0.998099983,NA,0.208000004,0.973999977,2.109999895,0.090823099,2.287471056,43361,0.042020001,0.028986,0,35.90259933,0,0,0,0,0,0,0
1907,GBR,19.59290314,4678.579102,0.478799999,1.003600001,NA,0.211999997,0.985000014,2.15199995,0.081632704,2.337744951,43737,0.04611,0.030166,0,30.60960007,0,0,0,0,0,0,0
1908,GBR,18.66263771,4449.190918,0.464300007,1.023900032,NA,0.211999997,1,2.127000093,0.069745101,2.287471056,44124,0.02479,0.029899999,0,33.09780121,0,0,0,0,0,0,0
1909,GBR,19.00938606,4510.522949,0.469199985,1.039800048,NA,0.216000006,1.01699996,2.161999941,0.0718619,2.312608004,44520,0.02723,0.030246001,0,34.67509842,0,0,0,0,0,0,0
1910,GBR,19.3075695,4610.779785,0.507799983,1.081099987,NA,0.217999995,1.057999969,2.21600008,0.0707568,2.362881899,44916,0.03551,0.031521,0,33.80569839,0,0,1,0,0,0,1
1911,GBR,19.83002472,4708.899902,0.510900021,1.118000031,NA,0.225999996,1.097000003,2.329999924,0.070380002,2.388019085,45268,0.034200002,0.032428,0,33.91989899,0,0,1,0,0,0,1
1912,GBR,20.01156044,4761.748047,0.531499982,1.156100035,NA,0.232999995,1.136000037,2.378000021,0.071909197,2.463429928,45426,0.040819999,0.033374999,0,33.61579895,0,0,1,0,0,0,1
1913,GBR,20.72544479,4920.545898,0.552299976,1.205000043,NA,0.243000001,1.182999969,2.529000044,0.076281302,2.513704062,45649,0.047600001,0.034828,0,31.3743,0,0,1,0,0,0,1
1914,GBR,21.02052307,4926.582031,0.58130002,1.312600017,NA,0.326999992,1.315000057,2.553999901,0.075597301,2.538841009,46049,0.028240001,0.036495999,0,29.20669937,0,0,1,0,0,1,2
1915,GBR,22.22330093,5288.266113,0.534799993,1.427999973,NA,0.367000014,1.457999945,2.51699996,0.054157399,3.041582108,46340,NA,0.042918,0,27.71780014,0,0,1,0,0,0,1
1916,GBR,22.56879807,5384.379883,0.526499987,1.636299968,NA,0.437000006,1.659000039,2.984999895,0.044314399,3.594597101,46514,NA,0.045662001,0,27.86639977,0,1,1,0,0,0,2
1917,GBR,22.68308258,5421.016113,0.628300011,1.913300037,NA,0.513000011,1.998999953,3.721999884,0.044743199,4.348708153,46614,NA,0.045688,0,24.92959976,0,0,1,0,0,0,1
1918,GBR,23.18943214,5459.313965,0.640799999,2.221899986,NA,0.634000003,2.365999937,4.506000042,0.054548901,5.002271175,46575,NA,0.041974001,0,27.66279984,0,1,1,0,0,0,2
1919,GBR,20.91325951,4870.408203,1.055400014,2.611799955,NA,0.731000006,2.786999941,4.671000004,0.0776942,5.303915977,46534,0.040830001,0.049352001,0,28.33919907,1,0,0,0,0,0,1
1920,GBR,19.15678406,4547.914063,1.115300059,2.604099989,NA,0.712000012,2.816999912,5.077000141,0.092776902,6.13343811,46821,0.065420002,0.056616999,0,24.5788002,0,0,1,0,0,0,1
1921,GBR,18.72885132,4439.150879,0.991400003,2.620100021,NA,0.684000015,2.779000044,4.249000072,0.089209199,5.580422878,44072,0.055939998,0.050000001,0,23.25049973,0,0,0,0,0,0,0
1922,GBR,19.56124496,4636.935059,0.939700007,2.461199999,NA,0.638000011,2.596999884,3.713000059,0.083205901,4.499529839,44372,0.029209999,0.04442,0,27.34259987,0,0,0,0,0,0,0
1923,GBR,20.08348656,4759.708984,0.977999985,2.407999992,NA,0.614000022,2.536000013,3.542000055,0.076168798,4.298433781,44596,0.029899999,0.042621002,0,27.89109993,0,0,0,0,0,0,0
1924,GBR,20.77847862,4920.941895,1.039100051,2.397900105,NA,0.610000014,2.512000084,3.677000046,0.084634498,4.323571205,44915,0.035859998,0.043644,0,30.53829956,0,0,0,0,0,0,0
1925,GBR,21.7201004,5144.495117,1.099099994,2.390599966,NA,0.610000014,2.494999886,3.959000111,0.090439297,4.348708153,45059,0.043409999,0.044743001,0,31.8859005,0,0,0,0,0,0,0
1926,GBR,20.82821274,4936.11377,1.145799994,2.432600021,NA,0.597000003,2.528000116,3.746999979,0.091219299,4.248159885,45232,0.045809999,0.045000002,0,32.65599823,0,0,0,0,0,0,0
1927,GBR,22.43175125,5314.937988,1.162299991,2.487900019,NA,0.588999987,2.572000027,3.98300004,0.092347696,4.122475147,45389,0.042629998,0.046100002,0,35.3512001,0,0,0,0,0,0,0
1928,GBR,22.62036896,5356.964844,1.199100018,2.570899963,NA,0.586000025,2.638999939,3.996000051,0.090148099,4.097336769,45578,0.04157,0.044599999,0,38.21490097,0,0,0,0,0,0,0
1929,GBR,23.24347115,5503.317871,1.2227,2.53579998,NA,0.572000027,2.59800005,4.126999855,0.093505397,4.047062874,45672,0.052609999,0.046100002,0,35.3993988,0,0,1,0,0,0,1
1930,GBR,22.97224617,5440.861816,1.125100017,2.622900009,NA,0.566999972,2.678999901,4.065000057,0.0928495,3.89624095,45866,0.02513,0.045499999,0,28.51679993,0,0,1,0,0,0,1
1931,GBR,21.68725204,5138.416016,1.071699977,2.44020009,NA,0.56099999,2.520999908,3.657999992,0.093599401,3.644870996,46074,0.037050001,0.041299999,0,21.82679939,1,0,1,0,0,0,2
1932,GBR,21.73533249,5148.25293,0.924399972,2.722199917,NA,0.568000019,2.808000088,3.549999952,0.081150599,3.544322014,46335,0.01718,0.037900001,0,23.05410004,0,0,0,1,1,0,2
1933,GBR,22.28594971,5277.460938,0.881299973,2.697799921,NA,0.605000019,2.792000055,3.650000095,0.083822504,3.443773985,46520,0.00685,0.034499999,0,29.31629944,0,0,0,0,1,0,1
1934,GBR,23.6763401,5607.507813,0.916800022,2.744899988,NA,0.611999989,2.832999945,3.910000086,0.094615601,3.468910933,46666,0.00817,0.026799999,0,31.75219917,0,0,0,0,1,0,1
1935,GBR,24.4812355,5799.004883,0.939300001,2.891299963,NA,0.624000013,2.986000061,4.078000069,0.096589699,3.51918602,46868,0.00589,0.028899999,0,34.23089981,0,0,0,0,1,0,1
1936,GBR,25.48371506,6035.167969,1.01639998,3.072299957,NA,0.662,3.191999912,4.308000088,0.105402596,3.619734049,47081,0.0059,0.0296,0,38.97449875,0,0,0,0,1,0,1
1937,GBR,26.27080154,6217.619141,1.123999953,3.113199949,NA,0.714999974,3.25999999,4.556000233,0.108527102,3.820830107,47289,0.0058,0.0328,0,31.4531002,0,0,1,0,1,0,2
1938,GBR,26.46941566,6266.452148,1.121899962,3.034300089,NA,0.731000006,3.188999891,4.754000187,0.106245503,3.845967054,47494,0.00633,0.035500001,0,26.96590042,0,0,1,0,1,0,2
1939,GBR,26.46209908,6262.400879,1.140100002,3.190000057,NA,0.757000029,3.34800005,NA,NA,3.971652031,47991,0.0122,0.036800001,0,27.17989922,1,0,1,0,1,0,3
1940,GBR,28.98078346,6856.004883,NA,NA,NA,0.855000019,3.805999994,NA,NA,4.499529839,48226,0.0104,0.032699998,0,23.64509964,0,1,1,0,0,0,2
1941,GBR,31.62326813,7481.675781,NA,NA,NA,NA,NA,NA,NA,4.951996803,48216,0.0103,0.0305,0,28.99510002,0,0,0,0,0,0,0
1942,GBR,32.27937317,7638.868164,NA,NA,NA,NA,NA,NA,NA,5.278778076,48400,0.0103,0.0306,0,34.39279938,0,0,0,0,0,0,0
1943,GBR,32.73273087,7743.702148,NA,NA,NA,NA,NA,NA,NA,5.45473814,48789,0.0103,0.031399999,0,37.16329956,0,0,0,0,0,0,0
1944,GBR,31.28729057,7405.39209,NA,NA,NA,NA,NA,NA,NA,5.580422878,49016,0.0103,0.0306,0,41.12810135,0,0,0,0,0,0,0
1945,GBR,29.81402016,7056.134766,NA,NA,NA,NA,NA,NA,NA,5.680971146,49182,NA,0.0275,0,40.8891983,0,0,0,0,0,0,0
1946,GBR,28.49044418,6745.339844,1.734503984,NA,NA,NA,NA,NA,NA,5.932341099,49217,NA,0.0254,0,48.3022995,1,0,0,0,0,0,1
1947,GBR,27.89517403,6604.411133,2.128031969,NA,NA,1.864490986,10.30066013,NA,NA,6.259122849,49519,NA,0.030099999,0,46.98020172,1,0,1,0,0,0,2
1948,GBR,28.43226814,6745.63623,2.392194033,NA,NA,1.894637942,10.46720982,11.87699986,0.126462907,6.736727238,50014,NA,0.031399999,0,45.09980011,0,0,1,0,0,0,1
1949,GBR,29.20534325,6955.692871,2.687068939,NA,NA,1.910871029,10.55690002,12.61900043,0.131706193,6.948906898,50312,NA,0.035100002,0,38.84170151,1,0,1,0,0,0,2
1950,GBR,30.24184418,6939.374023,2.919121981,NA,NA,1.92246604,10.62094975,13.1619997,0.136681303,7.108041763,50127,NA,0.0352,0,41.30970001,0,0,0,0,0,0,0
1951,GBR,30.96851158,7123.36377,3.352515936,6.560544968,NA,1.959571004,10.82594013,14.66100025,0.137166604,7.797627926,50290,NA,0.0405,0,42.30860138,0,0,0,0,0,0,0
1952,GBR,30.89847565,7090.720215,3.008624077,5.542619228,NA,1.950294018,10.77470016,15.88000011,0.142632201,8.275033951,50430,NA,0.042100001,0,40.16640091,0,0,0,0,0,0,0
1953,GBR,31.98398209,7345.798828,2.911676884,5.542619228,NA,2.005950928,11.08218002,17.00200081,0.149394199,8.434169769,50593,NA,0.038899999,0,46.5929985,0,0,0,0,0,0,0
1954,GBR,33.19031525,7619.206055,3.225940943,6.112761974,NA,2.096393108,11.58183956,17.99600029,0.152311593,8.593304634,50765,NA,0.037599999,0,62.6595993,0,0,0,0,0,0,0
1955,GBR,34.22335434,7868.134766,3.154587984,6.227311134,NA,2.105669022,11.63307953,19.48999977,0.155259103,8.858530045,50946,NA,0.043900002,0,63.64830017,0,0,0,0,0,0,0
1956,GBR,34.38126755,7928.74707,3.31746006,6.482442856,NA,2.082479,11.5049696,20.95599937,0.158188596,9.229846001,51184,NA,0.048999999,0,57.92200089,0,0,0,0,0,0,0
1957,GBR,34.78634262,8017.013184,3.244709969,6.459012985,NA,2.128859043,11.76119995,22.10499954,0.162859097,9.446446419,51430,NA,0.054099999,0,55.9858017,0,0,0,0,0,0,0
1958,GBR,34.74715042,7965.810059,3.833995104,7.653968811,NA,2.191472054,12.10711956,23.04999924,0.161561802,9.71609211,51652,0.029650001,0.048900001,0,74.57309723,0,0,0,0,0,0,0
1959,GBR,36.02726364,8239.798828,5.046689987,10.00743008,NA,2.281913996,12.60678005,24.34799957,0.163463101,9.782399178,51956,0.018309999,0.049899999,0,106.9328995,0,0,0,0,0,0,0
1960,GBR,37.65784836,8645.230469,5.89982605,11.80638027,NA,2.365398884,13.06799984,25.97699928,0.168148696,9.879648209,52372,0.021159999,0.056299999,0,101.8942032,0,0,0,0,0,0,0
1961,GBR,38.21554947,8856.666992,5.979090214,12.64466953,NA,2.434968948,13.45234966,27.41300011,0.178345993,10.23328018,52807,0.01113,0.0656,0,99.31880188,0,0,0,0,0,0,0
1962,GBR,38.26353836,8865.382813,6.511601925,13.1731596,NA,2.481349945,13.70858955,28.71100044,0.175855905,10.65322018,53292,0.01829,0.056000002,0,97.51999664,0,0,0,0,0,0,0
1963,GBR,39.66329956,9149.18457,7.587639809,15.56828022,NA,2.597301006,14.34918022,30.4090004,0.174126104,10.87423992,53625,0.01919,0.0579,0,107.8600006,0,0,0,0,0,0,0
1964,GBR,41.56501389,9567.964844,8.871482849,18.14562988,NA,2.759632111,15.43910027,33.22800064,0.188967094,11.2234602,53991,0.033149999,0.0625,0,97.43000031,0,0,0,0,0,0,0
1965,GBR,42.21662903,9751.536133,9.759933472,19.52543068,NA,2.898772955,16.88656998,35.88800049,0.189589798,11.76274967,54350,0.037549999,0.064400002,0,103.5199966,0,0,0,0,0,0,0
1966,GBR,42.80309677,9885.310547,10.62798023,19.68162918,NA,3.037914038,17.98032951,38.18899918,0.190133303,12.22247028,54643,0.046319999,0.066699997,0,92.48000336,0,0,0,0,0,0,0
1967,GBR,43.61181259,10048.88965,11.84173012,21.13953018,NA,3.408957005,20.28190994,40.28099823,0.197239399,12.51863956,54959,0.04473,0.0713,0,122.1800003,1,0,0,0,0,0,1
1968,GBR,45.23608398,10409.9502,13.26648998,23.04001045,NA,3.66404891,22.01313019,43.65599823,0.199926704,13.11098003,55214,0.043400001,0.079899997,0,168.6000061,0,0,0,0,0,0,0
1969,GBR,45.97417068,10551.67969,14.65647984,24.44584084,NA,3.779999971,23.12413979,47.02299881,0.1927993,13.82709026,55461,0.039500002,0.089400001,0,147.3399963,0,0,1,0,0,0,1
1970,GBR,46.86262131,10767.46973,16.52869987,28.09058952,NA,4.02699995,25.89064026,51.69599915,0.194734603,14.70674992,55632,0.02,0.096900001,0,136.2599945,0,0,1,0,0,0,1
1971,GBR,47.5795784,10941.46973,18.95570946,32.88082886,NA,4.257999897,30.09981918,57.66999817,0.195699707,16.09033966,55907,0.0142,0.086199999,0,193.3899994,0,0,0,0,0,0,0
1972,GBR,49.13011169,11293.91992,24.23457909,50.58388901,NA,4.822999954,37.07262039,64.6210022,0.191717893,17.23081017,56079,0.034480002,0.097099997,0,218.1799927,0,0,0,0,0,0,0
1973,GBR,52.51728439,12025.28027,30.40596962,68.67745209,NA,5.313000202,45.16793823,74.54499817,0.205043897,18.81775093,56210,0.019169999,0.123800002,0,149.7599945,0,0,1,0,0,0,1
1974,GBR,51.78997803,11858.90039,34.90888977,80.80924988,NA,6.133999825,50.03567886,84.51300049,0.215363294,21.81036949,56224,0.046300001,0.171000004,1,66.88999939,0,0,1,0,0,1,2
1975,GBR,51.47372818,11847.08984,38.43556976,80.54891205,NA,6.837999821,55.9655304,106.7170029,0.205543593,27.09613037,56215,0.06078,0.148599997,0,158.0800018,1,1,0,0,0,1,3
1976,GBR,52.84300232,12114.9502,44.90050888,101.9477005,NA,7.635000229,62.27978897,126.2740021,0.203050494,31.57582092,56206,0.05542,0.148200005,0,151.9600067,1,0,0,0,0,1,2
1977,GBR,54.13367081,12383.61035,51.47597885,108.3515015,NA,8.737999916,71.50624084,146.9730072,0.192899406,36.59067917,56179,0.02128,0.108999997,0,214.5299988,0,0,0,0,0,0,0
1978,GBR,55.8998642,12827.83008,59.35972977,125.225502,NA,9.967000008,82.21851349,169.3439941,0.191249803,39.59695816,56167,0.077200003,0.123800002,0,220.2200012,0,0,0,0,0,0,0
1979,GBR,57.34161377,13167.28027,70.0585022,149.2991943,NA,11.14500046,94.06768036,199.2200012,0.193494603,44.92897034,56228,0.10729,0.118500002,0,229.7899933,0,0,0,0,0,0,0
1980,GBR,56.05709457,12931.49023,82.28375244,174.591507,NA,11.72099972,110.1643982,233.1840057,0.187028304,53.00297165,56314,0.15377,0.119400002,0,291.9899902,0,0,0,0,0,0,0
1981,GBR,55.17295837,12747.42969,95.0386734,248.373703,NA,12.31999969,132.6338043,256.2789917,0.170696795,59.29964066,56382.60156,0.131310001,0.136299998,0,313.1199951,1,0,0,0,0,0,1
1982,GBR,56.26926422,12954.65039,115.3305969,307.8888855,NA,12.76299953,148.4947052,281.0239868,0.170572594,64.3937912,56339.69922,0.119709998,0.1065,0,382.2200012,1,0,0,0,0,0,1
1983,GBR,58.20815277,13404.46973,132.3011932,359.3283997,NA,13.67199993,168.0404053,307.2070007,0.169589207,67.36042023,56382.62109,0.098350003,0.098999999,0,470.5,1,0,0,0,0,0,1
1984,GBR,59.61742401,13720.05957,155.8011932,452.1643982,NA,14.41100025,190.6929016,329.9129944,0.179677695,70.69705963,56462.23047,0.094599999,0.099399999,1,592.9400024,0,0,0,0,0,1,1
1985,GBR,61.55912018,14164.5498,181.118103,441.2455139,NA,14.94099998,215.4609985,361.7579956,0.180178493,74.98513031,56620.23828,0.125640005,0.098899998,0,682.9400024,0,0,0,0,0,0,0
1986,GBR,63.81400299,14741.82031,213.4039001,537.7556763,NA,15.69499969,247.6083984,389.1489868,0.178743899,77.55534363,56796.26172,0.107009999,0.102799997,0,835.4799805,0,0,0,0,0,0,0
1987,GBR,66.52998352,15393.44043,251.0260925,552.625,NA,16.4470005,292.3210144,428.6650085,0.187125102,80.77304077,56981.62109,0.094970003,0.093099996,0,870.2199707,0,0,0,0,0,0,0
1988,GBR,69.64801025,16110,312.9703064,649.7589722,NA,17.86700058,340.7269897,478.5100098,0.204798207,84.73737335,57159.60156,0.100220002,0.090999998,0,926.5900269,0,0,0,0,0,0,0
1989,GBR,70.97158051,16413.7207,378.1889954,785.3309937,NA,18.81999969,408.3070068,525.2739868,0.216033906,91.34456635,57324.46875,0.135590002,0.097999997,0,1204.699951,0,0,0,0,0,0,0
1990,GBR,71.31113434,16429.91016,427.4971008,872.0029907,NA,19.36700058,450.3710022,570.28302,0.204985902,100,57493.30859,0.147310004,0.104099996,0,1032.25,0,0,0,0,0,0,0
1991,GBR,70.1227951,16157.21973,452.6853943,899.6259766,NA,19.87999916,463.7590027,598.6640015,0.179969102,105.8539963,57665.64844,0.115800001,0.097400002,1,1187.699951,0,0,0,0,0,1,1
1992,GBR,70.02856445,16132.59961,471.0509033,970.2420044,NA,20.44499969,482.3739929,622.0800171,0.167068496,109.8050995,57866.35156,0.093670003,0.085600004,0,1363.789917,0,0,0,0,0,0,0
1993,GBR,71.42124939,16463.13086,482.6469116,1019.164978,NA,21.55900002,509.8259888,654.1959839,0.158924803,111.5230026,58026.92188,0.059080001,0.066399999,0,1682.169922,1,0,0,0,0,0,1
1994,GBR,74.27581787,17136.99023,503.4005127,1051.612061,NA,23.07799911,527.2930298,692.9869995,0.161238194,114.2847977,58212.51953,0.048780002,0.084200002,0,1521.439941,0,0,0,0,0,0,0
1995,GBR,76.18948364,17561.41992,542.977478,1191.360962,NA,24.29899979,580.9580078,733.2659912,0.165511593,118.1829987,58426.01172,0.060800001,0.077500001,0,1802.569946,0,0,0,0,0,1,1
1996,GBR,78.06007385,17996.80078,591.3978882,1320.345947,NA,25.95899963,636.776001,781.7260132,0.166741297,121.0770035,58618.66016,0.059590001,0.077100001,0,2013.660034,0,0,0,0,0,0,0
1997,GBR,80.22969055,18526.67969,625.1539917,1487.248047,NA,27.64699936,669.1779785,830.0939941,0.166616097,123.2587967,58808.26953,0.066119999,0.0638,0,2411,0,0,0,0,0,0,0
1998,GBR,82.60987854,19023.19922,669.7659302,1594.68103,NA,29.09399986,707.9110107,879.1019897,0.177450404,125.0311966,59035.64844,0.072099999,0.0449,0,2673.919922,0,0,0,0,0,0,0
1999,GBR,84.76235962,19516.42969,724.1339111,1727.588013,NA,32.60200119,729.0319824,928.7299805,0.174132407,126.531601,59293.32031,0.05204,0.049800001,0,3242.060059,0,0,0,0,0,0,0
2000,GBR,87.65735626,20352.86914,799.138916,1969.406006,NA,34.37599945,799.7420044,976.53302,0.171189293,127.6222992,59522.46875,0.057670001,0.0471,0,2983.810059,0,0,1,0,0,0,1
2001,GBR,89.44050598,20589.9707,879.0578003,2155.750977,NA,37.23699951,880.5209961,1021.830017,0.168112099,128.9853058,59723.23828,0.050749999,0.0513,0,2523.899902,0,0,1,0,0,0,1
2002,GBR,90.99353027,20945.65039,984.0698853,2264.543945,NA,39.43899918,923.4959717,1075.560059,0.167867005,130.8943024,59912.42969,0.038869999,0.046700001,0,1893.699951,0,0,1,0,0,0,1
2003,GBR,93.23699951,21460.90039,1101.527954,2469.422119,NA,42.23799896,988.7020264,1139.75,0.163807899,132.6665955,60094.64844,0.035909999,0.048,0,2207.399902,0,0,0,0,0,0,0
2004,GBR,96.00213623,22095.66016,1223.848022,2780.529053,NA,44.34700012,1092.634033,1200.599976,0.167143106,134.5756989,60270.71094,0.042879999,0.045499999,0,2410.75,0,0,0,0,0,0,0
2005,GBR,97.49533844,22438.4707,1369.855957,3193.350098,NA,46.02799988,1218.786011,1252.5,0.168716997,137.4394989,60441.46094,0.046980001,0.041200001,0,2847.02002,0,0,0,0,0,0,0
2006,GBR,100,23013.36914,1540.482056,3575.178955,NA,48.17200089,1390.937012,1321.859985,0.172423705,141.2575073,60609.14844,0.04772,0.0438,0,3221.419922,0,0,0,0,0,0,0
2007,GBR,101.9065552,23708.83984,1705.88501,4281.708008,NA,51.01599884,1558.785034,1400.530029,0.177930504,144.1208038,60776.23828,0.056740001,0.044100001,1,3286.669922,0,0,0,0,0,1,1
2008,GBR,101.8008118,23874.80078,1789.671997,4680.149902,NA,54.39899826,1856.322021,1442.920044,0.167255297,149.7113037,60943.91016,0.046489999,0.045841701,0,2257.06665,1,0,1,0,0,1,3
1870,ITA,6.693081379,1499.35498,349.5190125,687.0999756,NA,1967.699951,NA,9000,0.091451302,0.021624601,27888,NA,0.090089999,0,1.557471037,0,0,0,0,0,0,0
1871,ITA,6.626654625,1506.33606,459.5010071,904.0999756,NA,2245.899902,NA,9300,0.088056996,0.0223969,28063,NA,0.072993003,0,2.668631315,0,0,0,0,0,0,0
1872,ITA,6.530451298,1475.131958,741.0380249,1479.699951,NA,2492.199951,NA,10400,0.0829987,0.0252287,28233,NA,0.074905999,0,3.299622536,0,0,0,0,0,0,0
1873,ITA,6.506318569,1524.436035,681.5859985,1568.900024,NA,2581.600098,NA,11800,0.115905501,0.0267733,28387,NA,0.084034003,1,2.542433023,0,0,0,0,0,0,0
1874,ITA,6.827754021,1513.083008,711.3519897,1511.800049,NA,2603.300049,NA,11300,0.091710001,0.0274169,28505,NA,0.072860003,0,2.089966059,0,0,0,0,0,0,0
1875,ITA,6.822281361,1549.593018,754,1568.199951,NA,2623.699951,NA,10000,0.102376401,0.0234267,28630,NA,0.070423,0,2.246944427,0,0,0,0,0,0,0
1876,ITA,6.661346436,1506.072021,759.164978,1528.099976,NA,2668.899902,NA,10000,0.062873602,0.024842599,28837,NA,0.069444001,0,2.206930399,0,0,0,0,0,0,0
1877,ITA,6.685824394,1493.421997,871.5809937,1584.900024,NA,2699.399902,NA,11200,0.077586196,0.0257436,29067,NA,0.068493001,0,2.308504581,0,0,0,0,0,0,0
