year,iso,rgdpbarro,rgdp,loans1,bassets2,govass,narrowm,money,gdp,iy,cpi,pop,stir,ltrate,crisisST,stocks,currency,inflation ,stock_market,domestic_debt,external_debt ,banking_crisis,crisis_tally
1870,AUS,13.6701498,3273.23999,NA,NA,NA,23.29999924,54.29999924,163.3999939,0.109265603,2.708333015,1775,0.048799999,0.048780002,0,NA,0,0,0,0,0,0,0
1871,AUS,13.76973248,3298.508057,NA,NA,NA,27.20000076,59.5,156.8000031,0.104579099,2.666666985,1675,0.046,0.046728998,0,NA,0,0,0,0,0,0,0
1872,AUS,14.86375999,3553.426025,NA,NA,NA,36.20000076,68.5,187.1999969,0.130438,2.541666985,1722,0.046,0.046948001,0,NA,0,0,0,0,0,0,0
1873,AUS,16.02485085,3823.628906,64.01999664,81.7519989,NA,38.59999847,73.69999695,217.3999939,0.124986202,2.541666985,1769,0.044,0.047169998,0,NA,0,0,0,0,0,0,0
1874,AUS,16.07305717,3834.797119,70.04000092,88.39399719,NA,37.90000153,79.30000305,219.3999939,0.141959906,2.666666985,1822,0.045000002,0.046083,0,NA,0,0,0,0,0,0,0
1875,AUS,17.38105583,4138.207031,78.38999939,97.85199738,NA,37.5,88.5,237.6000061,0.160564005,2.75,1874,0.046,0.045899998,0,4.216400146,0,0,0,0,0,0,0
1876,AUS,16.81490707,4007.258057,84.34999847,106.0619965,NA,38.20000076,95.80000305,235.6000061,0.167877793,2.791666985,1929,0.046,0.0449,0,4.787399769,0,0,0,0,0,0,0
1877,AUS,16.94003105,4036.090088,98.62000275,118.7300034,NA,40.20000076,105.6999969,242,0.209933594,2.875,1995,0.045000002,0.043499999,0,5.013199806,0,0,0,0,0,0,0
1878,AUS,17.98686028,4277.399902,103.8899994,122.7600021,NA,38.70000076,106.1999969,252.3999939,0.181141004,2.833333015,2062,0.048,0.044599999,0,3.9375,0,0,0,0,0,0,0
1879,AUS,17.67273903,4204.98291,99.83000183,122.8860016,NA,37.20000076,108.3000031,257.2000122,0.161508605,2.75,2127,0.048999999,0.045000002,0,4.150000095,0,0,0,0,0,0,0
1880,AUS,18.02179146,4285.38916,91.01000214,120.4420013,NA,44.59999847,114.8000031,276.2000122,0.176472396,2.666666985,2197,0.046999998,0.041200001,0,4.741000175,0,0,0,0,0,0,0
1881,AUS,18.75769234,4454.826172,111.9700012,141.6000061,NA,57.29999924,134,290.5,0.212345496,2.625,2269,0.046999998,0.038400002,0,5.604199886,0,0,0,0,0,0,0
1882,AUS,17.04869461,4062.605957,139.8800049,167.2480011,NA,55.59999847,149.3000031,313.2000122,0.180526704,2.666666985,2348,0.045000002,0.038899999,0,5.617400169,0,0,0,0,0,0,0
1883,AUS,18.85347557,4475.275879,151.1199951,178.1600037,NA,52.40000153,155.8999939,327.1000061,0.187123001,2.958333015,2447,0.046999998,0.041999999,0,6.83920002,0,0,0,0,0,0,0
1884,AUS,18.09801865,4303.600098,161.7799988,196.4160004,NA,56.59999847,171.8999939,335.2999878,0.203506202,3,2556,0.048999999,0.041700002,0,6.726299763,0,0,0,0,0,0,0
1885,AUS,18.61539459,4422.26416,178.6199951,214.371994,NA,61.79999924,182.8999939,343.5,0.1862147,3,2650,0.048,0.041999999,0,7.038400173,0,0,0,0,0,0,0
1886,AUS,18.21124458,4329.441895,185.3200073,222.8880005,NA,58.5,186.3000031,358.2999878,0.218213901,3,2741,0.046999998,0.041099999,0,6.786099911,0,0,0,0,0,0,0
1887,AUS,19.52645683,4631.746094,192.8300018,238.147995,NA,66.30000305,199.6999969,381.2999878,0.2019936,2.916666985,2835,0.046,0.037037,0,8.180500031,0,0,0,0,0,0,0
1888,AUS,18.96839714,4503.750977,223.9499969,269.1199951,NA,75.30000305,218.6000061,405.7000122,0.210911006,2.791666985,2932,0.046,0.037037,0,9.774100304,0,0,0,0,0,0,0
1889,AUS,20.02370834,4746.855957,239.2299957,287.9700012,NA,71.69999695,227.5,418.7999878,0.186122403,2.791666985,3022,0.045000002,0.036697,0,9.09679985,0,0,0,0,0,0,0
1890,AUS,18.76954651,4457.675781,250.1199951,302.6820068,NA,74,236.5,409.1000061,0.169927299,2.791666985,3107,0.043000001,0.037383001,0,8.67179966,0,0,0,0,0,0,0
1891,AUS,19.67382622,4666.458008,254.4700012,305.723999,NA,69.5,238.6999969,373.7000122,0.195448697,2.75,3196,0.043000001,0.038095001,0,7.297399998,0,0,0,0,0,0,0
1892,AUS,16.77567291,3995.417969,251.7599945,304.1740112,NA,67.09999847,240.6000061,323.8999939,0.136705697,2.708333015,3274,0.043000001,0.038095001,0,7.24420023,0,0,0,0,0,0,0
1893,AUS,15.54615974,3707.85791,225.3800049,280.8640137,NA,60.5,217.8000031,301.2999878,0.111522898,2.625,3334,0.041999999,0.038462002,1,6.427499771,0,0,0,0,0,1,1
1894,AUS,15.79241848,3765.538086,213.6900024,271.4100037,NA,65,216.6000061,288.8999939,0.119460598,2.458333015,3395,0.039000001,0.035,0,6.613399982,0,0,0,0,0,0,0
1895,AUS,14.60309601,3487.282959,198.6199951,258.9020081,NA,74.40000153,222.3000031,300.2999878,0.110825002,2.291666985,3460,0.035999998,0.0307,0,7.450099945,0,0,0,0,0,0,0
1896,AUS,15.4458065,3684.927979,196.5500031,259.5159912,NA,81,226.3999939,313.1000061,0.129618004,2.291666985,3523,0.033,0.029999999,0,7.171199799,0,0,0,0,0,0,0
1897,AUS,14.31533051,3419.967041,187.6300049,245.7319946,NA,80.19999695,222.5,331.5,0.1004498,2.291666985,3586,0.030999999,0.032200001,0,7.390299797,0,0,0,0,0,0,0
1898,AUS,16.31891823,3891.269043,174.6100006,232.2579956,NA,79.19999695,219.6999969,359.6000061,0.127001703,2.25,3642,0.029999999,0.029999999,0,8.114100456,0,0,0,0,0,0,0
1899,AUS,16.09936142,3839.610107,169.0200043,228.2599945,NA,88.5,233.1999969,370.6000061,0.127465606,2.375,3691,0.030999999,0.031199999,0,8.651900291,0,0,0,0,0,0,0
1900,AUS,16.83778191,4013.36499,171.2899933,233.4600067,NA,89.80000305,243.1999969,379.6000061,0.121062897,2.416666985,3741,0.030999999,0.033399999,0,9.42689991,0,0,0,0,0,0,0
1901,AUS,16.09455872,3838.735107,172.7100067,233.5240021,NA,93.5,251,398.7999878,0.131264895,2.458333015,3795,0.0288,0.0383,0,8.676799774,0,0,0,0,0,0,0
1902,AUS,16.02591705,3822.596924,171.8800049,233.2680054,NA,93.69999695,257.1000061,391.6000061,0.155405402,2.625,3850,0.0288,0.035700001,0,9.534999847,0,0,0,0,0,0,0
1903,AUS,17.10196495,4076.231934,172.7899933,232.0800018,NA,93,256.2000122,448,0.158878505,2.666666985,3896,0.031300001,0.037900001,0,11.05539989,0,0,0,0,0,0,0
1904,AUS,18.03043938,4294.729004,170.4299927,227.5659943,NA,90.19999695,257.6000061,444,0.116071403,2.541666985,3946,0.032499999,0.040100001,0,11.29199982,0,0,0,0,0,0,0
1905,AUS,17.97607803,4281.967773,166.1300049,227.9680023,NA,92.09999847,270.7999878,479,0.105855897,2.541666985,4004,0.032499999,0.034499999,0,12.3597002,0,0,0,0,0,0,0
1906,AUS,18.93610954,4507.38623,169.9100037,235.5359955,NA,100.5,292.7999878,538,0.110647202,2.583333015,4062,0.032499999,0.033799998,0,13.08269978,0,0,0,0,0,0,0
1907,AUS,19.40154266,4616.428223,182.8200073,251.4819946,NA,112.6999969,313.2000122,536,0.133828998,2.583333015,4127,0.0319,0.035700001,0,13.68410015,0,0,0,0,0,0,0
1908,AUS,19.72929764,4693.11377,194.8200073,267.2420044,NA,111.9000015,324.2000122,573,0.141791001,2.666666985,4197,0.0319,0.036600001,0,15.40060043,0,0,0,0,0,0,0
1909,AUS,20.9611721,4980.599121,189.6900024,263.6159973,NA,113.1999969,337.6000061,623,0.130890101,2.708333015,4278,0.031300001,0.038199998,0,16.77910042,0,0,0,0,0,0,0
1910,AUS,21.94777679,5209.829102,194.1999969,277.6759949,NA,130.1999969,368,684,0.130015999,2.75,4375,0.031300001,0.036400001,0,17.20490074,0,0,0,0,0,0,0
1911,AUS,21.48824501,5103.777832,217.3600006,319.5899963,NA,147.1999969,410.7000122,734,0.143274903,2.958333015,4500,0.032499999,0.0383,0,18.27260017,0,0,0,0,0,0,0
1912,AUS,21.46512794,5098.477051,238.7700043,330.7479858,NA,150.8999939,435.2000122,802,0.168937296,3.208333015,4661,0.033799998,0.048500001,0,18.93479919,0,0,0,0,0,0,0
1913,AUS,21.71916389,5156.813965,226.3500061,328.1119995,NA,143.3999939,440,864,0.183291793,3.166666985,4821,0.033,0.0425,0,19.63759995,0,0,0,0,0,0,0
1914,AUS,21.15867996,5026.758789,230.6600037,350.1499939,NA,159.3000031,478.7000122,838,0.172453701,3.333333015,4933,0.033,0.0447,0,20.80669975,0,0,0,0,0,0,0
1915,AUS,20.60659599,4896.600098,234.1100006,387.75,NA,164,507.2000122,969,0.152744606,3.708333015,4971,NA,0.0506,0,19.07670021,0,0,1,0,0,0,1
1916,AUS,20.52985001,4878.305176,266.6799927,438.7260132,NA,207.5,557.0999756,1022,0.124871001,3.791666985,4955,NA,0.053300001,0,17.46839905,0,0,1,0,0,0,1
1917,AUS,20.16327477,4791.11084,247.9299927,424.4620056,NA,245,613.9000244,1062,0.116438396,4.041666985,4950,NA,0.049400002,0,19.13080025,0,0,0,0,0,0,0
1918,AUS,19.35229683,4601.549805,280.7900085,471.993988,NA,261.2000122,658.5999756,1145,0.1007533,4.333333015,5032,NA,0.052900001,0,19.90110016,0,0,0,0,0,0,0
1919,AUS,19.84719849,4715.579102,354.8999939,554.2719727,NA,277.3999939,727.7999878,1253,0.121397398,4.875,5193,NA,0.058699999,0,21.94869995,0,0,0,0,0,0,0
1920,AUS,20.06435204,4765.583984,321.9500122,539.0759888,NA,307.7999878,777.5,1382,0.164405406,4.958333015,5358,NA,0.0722,0,22.50279999,1,0,0,0,0,0,1
1921,AUS,20.68759727,4910.821777,385.9700012,623.5079956,NA,301.1000061,814.9000244,1378,0.175832093,4.5,5461,NA,0.0678,0,25.33429909,0,0,0,0,0,0,0
1922,AUS,21.34489441,5063.687988,363.5100098,603.5180054,NA,296.8999939,838.2999878,1510,0.187227905,4.416666985,5574,NA,0.060899999,0,29.07799911,0,0,0,0,0,0,0
1923,AUS,21.89783287,5192.030762,402.7000122,653.2059937,NA,302,891.2999878,1569,0.180794701,4.416666985,5697,NA,0.052700002,0,32.07830048,0,0,0,0,0,0,0
1924,AUS,22.86881256,5417.425781,417.6499939,667.6939697,NA,306.7999878,895.5,1722,0.184831098,4.458333015,5819,NA,0.059599999,0,34.91650009,0,0,0,0,0,0,0
1925,AUS,23.45369148,5553.087891,414.6199951,689.7739868,NA,303.8999939,922.7000122,1659,0.175377503,4.5,5943,NA,0.051199999,0,38.43050003,0,0,0,0,0,0,0
1926,AUS,23.53760529,5572.560059,448.9899902,735.4459839,NA,315.8999939,969.2000122,1729,0.183845699,4.5,6064,NA,0.052956998,0,41.60660172,0,0,0,0,0,0,0
1927,AUS,23.4136219,5543.793945,498.8800049,780.9099731,NA,311.1000061,997.0999756,1739,0.186234802,4.583333015,6188,NA,0.051100001,0,46.34360123,0,0,0,0,0,0,0
1928,AUS,23.01770973,5451.776855,474.1700134,785.117981,NA,301.2000122,1032.400024,1712,0.186314002,4.625,6304,NA,0.050500002,0,49.42509842,0,0,0,0,0,0,0
1929,AUS,22.20895386,5262.977051,525.1900024,730.802002,NA,302.2999878,1079.699951,1566,0.178738296,4.625,6396,0.045000002,0.0524,0,44.43119812,0,0,1,0,0,0,1
1930,AUS,19.84159279,4708.300781,555.3200073,758.7579956,NA,247.8000031,1026.699951,1287,0.152618095,4.25,6469,0.052200001,0.059,0,29.38879967,0,0,1,0,0,0,1
1931,AUS,18.33345222,4353.60791,508.480011,780.3040161,NA,241.8000031,996,1210,0.136752099,4.083333015,6527,0.058800001,0.0548,0,32.71360016,1,0,0,0,0,1,2
1932,AUS,19.22548866,4563.76416,481.9200134,794.4840088,NA,254.8000031,1060.5,1264,0.098347098,3.916666985,6579,0.041700002,0.054000001,0,39.21440125,1,0,0,0,0,1,2
1933,AUS,20.40859032,4842.407227,482.1799927,813.3339844,NA,251.1999969,1063.599976,1356,0.105221502,3.916666985,6631,0.033500001,0.038199998,0,47.4856987,0,0,0,0,0,0,0
1934,AUS,21.33211708,5059.861816,487.4700012,836.0560303,NA,286.2999878,1123.300049,1432,0.113569297,3.916666985,6682,0.0244,0.032000002,0,56.52059937,0,0,0,0,0,0,0
1935,AUS,22.42680359,5317.586914,521.9699707,831.1300049,NA,297.2000122,1134.699951,1574,0.139664799,3.958333015,6732,0.0195,0.0385,0,60.04130173,0,0,0,0,0,0,0
1936,AUS,23.26929855,5515.849121,543.210022,819.9660034,NA,313.1000061,1155.5,1717,0.139771298,4.083333015,6783,0.0175,0.040199999,0,67.83280182,0,0,0,0,0,0,0
1937,AUS,24.24703979,5745.650879,545.4899902,842.2700195,NA,341.3999939,1225.599976,1857,0.145602807,4.166666985,6841,0.0175,0.0374,0,68.12339783,0,0,1,0,0,0,1
1938,AUS,24.84616661,5886.327148,607.1300049,885.4500122,NA,353.5,1281.699951,1819,0.161012396,4.25,6904,0.0175,0.039099999,0,64.58920288,0,0,1,0,0,0,1
1939,AUS,24.67242622,5845.562012,628.460022,915.6339722,NA,357.6000061,1294.699951,1980,0.159428298,4.375,6971,0.0175,0.0383,0,64.73110199,1,0,1,0,0,0,2
1940,AUS,26.03927422,6166.13916,651.1099854,1006.192017,NA,451.2000122,1400.199951,NA,0.145454496,4.625,7042,0.015799999,0.0309,0,63.61819839,0,0,1,0,0,0,1
1941,AUS,28.69207191,6788.22998,624.4099731,1023.963989,NA,500.3999939,1482.699951,NA,0.116550103,4.875,7111,0.015,0.032499999,0,57.21120071,0,0,1,0,0,0,1
1942,AUS,31.75001335,7505.452148,617.710022,1215.56604,NA,647.7999878,1653.599976,NA,0.076892301,5.166666985,7173,0.015,0.032299999,0,64.26889801,0,0,0,0,0,0,0
1943,AUS,32.59231567,7702.833008,547.0300293,1562.881958,NA,888.9000244,2161.100098,NA,0.050384901,5.208333015,7236,0.0146,0.032400001,0,67.19020081,0,0,0,0,0,0,0
1944,AUS,31.13574791,7362.026855,517.2800293,1797.738037,NA,1147.099976,2660.899902,NA,0.053011999,5.25,7309,0.0125,0.032400001,0,69.646698,0,0,0,0,0,0,0
1945,AUS,29.23258781,6916.897949,502.8500061,2005.744019,NA,1253.300049,3003.5,NA,0.066150598,5.375,7389,NA,0.032499999,0,76.26450348,0,0,0,0,0,0,0
1946,AUS,27.85622787,6594.933105,NA,NA,NA,1325.300049,3003.899902,NA,0.098126099,5.5,7474,NA,0.032099999,0,83.28829956,0,0,0,0,0,0,0
1947,AUS,28.15372658,6664.398926,NA,NA,NA,1395,3045.899902,NA,NA,5.916666985,7578,NA,0.0317,0,93.94219971,1,0,0,0,0,0,1
1948,AUS,29.45715141,6967.459961,NA,3143.97998,2351,1539,3217.899902,NA,NA,6.416666985,7715,NA,0.031300001,0,92.91159821,0,0,0,0,0,0,0
1949,AUS,30.62594986,7236.791992,NA,3330.149902,2577,2133,3522.899902,4495,0.179310396,6.968818188,7919,NA,0.031199999,0,96.65979767,0,0,0,0,0,0,0
1950,AUS,31.39816856,7411.577148,NA,3589.73999,2973,2729,4095,5299,0.204755604,7.609278202,8267.336914,NA,0.0317,0,122.3975983,0,0,0,0,0,0,0
1951,AUS,31.81581306,7507.344238,NA,4249.029785,3079,2639,4871,7028,0.2211155,9.118933678,8510.599609,NA,0.037500001,0,112.3255005,0,1,1,0,0,0,2
1952,AUS,31.42844009,7417.837891,NA,4552.52002,2695,2639,4819,7586,0.257975191,10.68959045,8691.211914,NA,0.045299999,0,92.56880188,0,0,1,0,0,0,1
1953,AUS,31.80593109,7505.256836,1670,4762.600098,3057,2963,5157,8594,0.227018803,11.14706039,8857.923828,NA,0.044300001,0,99.6753006,0,0,0,0,0,0,0
1954,AUS,33.04323196,7790.584961,1961,5077.069824,2975,3129,5600,9387,0.229679301,11.22329998,9064.016602,NA,0.0451,0,112.8300018,0,0,0,0,0,0,0
1955,AUS,34.07132721,8027.412109,2300,5510.859863,2974,3159,5766,10001,0.238176197,11.45203972,9277.086914,NA,0.045299999,0,118.069603,0,0,0,0,0,0,0
1956,AUS,34.42302704,8108.325195,2305,5741.959961,3237,3090,5817,10829,0.239449605,12.16874981,9500.606445,NA,0.050900001,0,120.6732025,0,0,0,0,0,0,0
1957,AUS,34.34453201,8090.23877,2298,5780.359863,3545.5,3239,6207,11787,0.227793306,12.46990967,9712.569336,NA,0.050000001,0,132.7041931,0,0,0,0,0,0,0
1958,AUS,35.27731705,8305.474609,2512,6105.859863,3483.199951,3179,6354,12060,0.239137605,12.63383961,9915.266602,NA,0.0493,0,151.9320068,0,0,0,0,0,0,0
1959,AUS,36.67904663,8628.438477,2525,6490.549805,3820.5,3274,6677,12954,0.235448495,12.86639023,10131.73047,NA,0.050099999,0,210.6820068,0,0,0,0,0,0,0
1960,AUS,37.38534164,8790.908203,2809,6983.319824,3758.199951,3522,7192,16957,0.299286395,13.35435963,10361.26953,NA,0.0526,0,185.3179932,0,0,0,0,0,0,0
1961,AUS,38.23952866,8653.137695,2910,7118.859863,4077.199951,3293,7301,17061,0.292128205,13.68984032,10598.80957,NA,0.050299998,0,202.0740051,0,0,0,0,0,0,0
1962,AUS,37.51969528,9026.798828,3029,7628.069824,4457.799805,3379,7846,18140,0.286549091,13.65172005,10794.96973,NA,0.050000001,0,200.8309937,0,0,0,0,0,0,0
1963,AUS,39.42615128,9399.914063,3328,8232.610352,5056.299805,3464,8517,19793,0.287020713,13.7241497,11001.48047,NA,0.0451,0,244.8450012,0,0,0,0,0,0,0
1964,AUS,41.01470566,9848.904297,3689,9250.299805,5689.899902,3732,9556,21690,0.296219498,14.04819012,11218.2998,NA,0.050099999,0,247.9929962,0,0,0,0,0,0,0
1965,AUS,43.3742485,10151.86035,4256,10131,5757.600098,3791,10337,23375,0.309903711,14.6047802,11439.37988,NA,0.052499998,0,217.3240051,0,0,0,0,0,0,0
1966,AUS,45.23016739,10241.28027,4697,10988.59961,6084.200195,3816,11138.61035,25044,0.309056103,15.03938007,11655.08008,NA,0.052499998,0,224.9660034,1,1,0,0,0,0,2
1967,AUS,46.38422775,10732.75,5297,12196.59961,6490.899902,4074,12142.28027,27653,0.305319488,15.51972008,11872.25977,NA,0.052499998,0,301.6419983,0,0,0,0,0,0,0
1968,AUS,49.60602951,11148.30957,6012,13146.59961,6655.700195,4414,12996.30957,30174,0.307980388,15.93144989,12101.66016,NA,0.0535,0,405.6220093,0,0,0,0,0,0,0
1969,AUS,51.23670959,11561,6621,14812,7171,4750,14234.45996,34002,0.30554089,16.39654922,12379.37988,NA,0.059999999,0,441.9119873,0,0,0,0,0,0,0
1970,AUS,52.59218216,12023.54004,7231,15389.59961,7398.200195,4985,14962.67969,37765,0.302714109,17.03700066,12660.16016,0.051940002,0.069899999,0,348.8179932,0,0,1,0,0,0,1
1971,AUS,52.84853745,12289.51953,7904,16124.7998,8167,5312,16267.5498,41784,0.30202949,18.07012939,12937.2002,0.054609999,0.064999998,0,340.8720093,0,0,1,0,0,0,1
1972,AUS,53.39678574,12404.41992,8752,18723.90039,10181.40039,5796,19467.30078,45681,0.288325489,19.12994003,13177,0.04648,0.0601,0,408.6549988,0,0,0,0,0,0,0
1973,AUS,54.87395096,12878.08984,11107,22528.30078,11339.09961,7285,23637.36914,53886,0.282077014,20.94075966,13380.40039,0.049830001,0.085000001,0,297.5740051,0,0,1,0,0,0,1
1974,AUS,54.11054993,12985.12012,14279,26111.09961,10636.2998,7451,25297.76953,64275,0.263788402,24.10494041,13599.09961,0.075199999,0.094999999,0,200.878006,0,0,1,0,0,0,1
1975,AUS,54.93876648,13169.83008,16496,32433,13642.59961,8389,30816.56055,75175,0.256840706,27.73802948,13771.40039,0.094930001,0.100000001,0,299.3720093,0,1,0,0,0,0,1
1976,AUS,56.27483368,13558.83984,19262,38091.30078,14756.7998,9572,39499.82813,88494,0.255407214,31.48929977,13915.5,0.070929997,0.104999997,0,291.5130005,1,0,0,0,0,0,1
1977,AUS,56.20669556,13546.37012,21084.71094,41204.30078,14329.7998,10377,42872.10156,98524,0.25534901,35.36256027,14074.09961,0.084940001,0.094999999,0,322.3649902,0,0,0,0,0,0,0
1978,AUS,57.88502884,13768.65039,23837.39063,47273,15044.2002,11266,48245.05078,108851,0.260888696,38.16456985,14248.59961,0.087180004,0.088,0,366.2359924,0,0,0,0,0,0,0
1979,AUS,59.09663773,14319.54004,26837.89063,54166,16151.90039,13146,54551.14844,124604,0.257800698,41.63373184,14421.90039,0.080920003,0.1008,0,500,0,0,0,0,0,0,0
1980,AUS,60.37882996,14411.83984,30838.49023,61588,17936,14843,62390.87109,140425,0.268306911,45.84980011,14615.90039,0.094930001,0.126000002,0,687.257019,0,0,0,0,0,0,0
1981,AUS,61.32655334,14660.33984,34683.62891,70226,18613.19922,16627,69344.15625,161045,0.283305913,50.2934494,14923.25977,0.120729998,0.150000006,0,595.5,0,0,1,0,0,0,1
1982,AUS,58.84315491,14411.82031,39112.82031,80442,20615.09961,16895,77239.17188,180442,0.27573961,55.89891052,15162,0.138980001,0.143999994,0,485.3999939,1,0,1,0,0,0,2
1983,AUS,60.85778046,14238.91992,43493.35156,94267,24349.09961,17881,88226.22656,194992,0.250902593,61.55228043,15348,0.094970003,0.136000007,0,775.2999878,0,0,0,0,0,0,0
1984,AUS,63.42073822,15062.41016,49150.48047,109604,24690.59961,19180.31055,100461.8984,219948,0.25202319,63.98371124,15510,0.108350001,0.136999995,0,726.0999756,0,0,0,0,0,0,0
1985,AUS,65.35186005,15638.36035,62085.17188,135036,26196.5,20596.49023,115014.7031,244660,0.272063285,68.29560089,15695,0.147,0.149499997,0,1003.799988,1,0,0,0,0,0,1
1986,AUS,65.75937653,15757.16992,74272.32031,167463,29417.09961,23232.07031,125476.6016,265186,0.270044386,74.49993896,15900,0.157509997,0.137500003,0,1473.099976,0,0,0,0,0,0,0
1987,AUS,68.35547638,16293.2998,88694.71094,206956,31482,28123.39063,141276.0938,298966,0.266986907,80.8240509,16137,0.130579993,0.130999997,0,1320,0,0,0,0,0,0,0
1988,AUS,69.98361969,16752.25977,103982.8984,251781,33700,33305.17188,164901.0938,340103,0.2709032,86.66905975,16400,0.118989997,0.130500004,0,1487.599976,0,0,0,0,0,0,0
1989,AUS,71.54257965,17194.41016,139707.5938,308548.3125,36542,36214.01172,197754.5938,381683,0.280879706,93.22074127,16681,0.167500004,0.1285,1,1649,0,0,0,0,0,1,1
1990,AUS,70.06232452,17172.67969,165215.5,339269.9063,31911,38942.39063,218726,406671,0.2510432,100,16956,0.148100004,0.120499998,0,1278,0,0,1,0,0,1,2
1991,AUS,69.24253082,16969.91016,178983.5938,351405.6875,34381.03125,41538.44141,223054.2969,410364,0.2243862,103.222702,17202,0.104659997,0.093999997,0,1651.399902,0,0,0,0,0,1,1
1992,AUS,71.00065613,17370.16016,184604.0938,365979.4063,38865.19922,49925.53125,231982.5,425936,0.219007105,104.2404022,17419,0.064429998,0.089500003,0,1549.899902,0,0,0,0,0,1,1
1993,AUS,73.2474823,17853.26953,202852.4063,382200.1875,40021.16016,58870.32031,246121.5938,447855,0.221986994,106.1304016,17608,0.05108,0.067000002,0,2173.599854,0,0,0,0,0,0,0
1994,AUS,75.74285126,18423.90039,227177,414074.8125,37187.35938,65365.16016,270167.9063,474455,0.236252099,108.1415024,17781,0.05181,0.100500003,0,1932.799927,0,0,0,0,0,0,0
1995,AUS,77.94234467,19001.74023,253727,453367,37492.78906,69707.36719,294507.8125,500673,0.231494397,113.1573029,17976,0.074979998,0.082000002,0,2203,0,0,0,0,0,0,0
1996,AUS,79.97838593,19484.53906,289438,497869.6875,42921.96094,79444.46875,319645.4063,532828,0.227324799,116.1134033,18195,0.071960002,0.073700003,0,2424.600098,0,0,0,0,0,0,0
1997,AUS,82.66069794,20110.39063,321391,540886.375,33439.71094,90188.71094,340240.3125,561845,0.234436497,115.8243027,18415,0.055029999,0.0605,0,2616.5,1,0,0,0,0,0,1
1998,AUS,86.07314301,20978.19922,355820.5938,588146.125,35783.21094,95894.67969,366557.9063,592672,0.243158102,117.6577988,18621,0.049849998,0.0502,0,2813.399902,0,0,0,0,0,0,0
1999,AUS,88.51033783,21571.75,400988.1875,661419.125,39309.78125,105347.2969,400506.5938,622932,0.243490502,119.7815018,18830,0.047789998,0.069300003,0,3152.5,0,0,0,0,0,0,0
2000,AUS,89.16481018,21731.91016,449131.9063,718881.3125,28192.2207,115311.2969,420415.1875,669638,0.236327693,126.7312012,19053,0.058979999,0.055,0,3154.699951,1,0,0,0,0,0,1
2001,AUS,91.31784821,22270.85938,492503.5,786995.3125,32418.71094,140006.7969,478660.8125,711190,0.219795004,130.6889954,19294,0.050560001,0.059999999,0,3359.899902,0,0,0,0,0,0,0
2002,AUS,93.20936584,22910.41992,580321.125,946530.3125,20244.33984,125217.7031,512109.9063,759158,0.241405606,134.6463013,19345,0.045510001,0.052299999,0,2975.5,0,0,0,0,0,0,0
2003,AUS,95.81866455,23331.82031,665072.3125,1099540,12876.67969,135261.5938,572954.8125,809590,0.251895398,137.8320007,19767,0.04809,0.056000002,0,3306,0,0,0,0,0,0,0
2004,AUS,96.9933548,23619.15039,748162.625,1236939,13244.80957,141988.4063,624993.375,869639,0.254581511,141.4033051,19995,0.052499998,0.053300001,0,4053.100098,0,0,0,0,0,0,0
2005,AUS,98.56506348,24063.50977,846120,1377314,9269.577148,153784.5,676736.625,933787,0.264782012,145.3610992,20232,0.054579999,0.052299999,0,4708.799805,0,0,0,0,0,0,0
2006,AUS,100,24343.35938,958030.5,1623390,11390.2998,174044.0938,764896.125,1002450,0.268421412,150.0912018,20489,0.058049999,0.058600001,0,5644.299805,0,0,0,0,0,0,0
2007,AUS,102.9139252,25644.76953,1146298,2039971,19973.80078,194141.4063,937174.625,1084890,0.278327793,154.530899,20750,0.063879997,0.063299999,0,6421,0,0,0,0,0,0,0
2008,AUS,103.3836441,26497.48047,1300649,2515177,48959.21875,204125.0938,1081453,1181740,0.286565602,160.2254028,21007,0.066720001,0.057283301,0,4870.600098,1,0,1,0,0,0,2
1870,CAN,6.894130707,1694.525024,0.0757,0.111000001,NA,NA,NA,NA,NA,6.196612835,3781,NA,0.049750999,0,NA,0,0,0,0,0,0,0
1871,CAN,7.138245106,1754.526978,0.093199998,0.136000007,NA,0.040899999,0.075850002,0.412699997,0.150937095,6.380274773,3801,NA,0.047619,0,NA,0,0,0,0,0,0,0
1872,CAN,6.937560558,1705.199951,0.116700001,0.157600001,NA,0.043299999,0.080519997,0.447299987,0.172251806,6.971189022,3870,NA,0.047846999,0,NA,0,0,0,0,0,0,0
1873,CAN,7.493634701,1841.879028,0.129199997,0.172800004,NA,0.045499999,0.088330001,0.487800002,0.170932502,6.915291786,3943,NA,0.047619,1,NA,0,0,0,0,0,1,1
1874,CAN,7.541793346,1853.715942,0.153899997,0.200900003,NA,0.045200001,0.095480002,0.485500008,0.187913805,6.731629848,4012,NA,0.044693001,0,NA,0,0,0,0,0,0,0
1875,CAN,7.258020401,1783.967041,0.134299994,0.183300003,NA,0.038800001,0.081569999,0.452499986,0.184879407,6.436172009,4071,NA,0.043956,0,NA,0,0,0,0,0,0,0
1876,CAN,6.676025867,1640.916992,0.1373,0.181899995,NA,0.0372,0.084530003,0.421700001,0.162739798,6.436172009,4128,NA,0.043242998,0,NA,0,0,0,0,0,0,0
1877,CAN,7.028046608,1727.44104,0.128700003,0.176400006,NA,0.037099998,0.083769999,0.434700012,0.138357699,6.196612835,4184,NA,0.043242998,0,NA,0,0,0,0,0,0,0
