"","iso","Country","Year","before.indepence","currency.crises","inflation.crises","stock.crash","sov.debt.crises.dom","sov.debt.crises.ext","banking.crises","crisis.tally","ifs","pop","rgdpmad","rgdppc","rconpc","gdp","iy","cpi","ca","imports","exports","narrowm","money","stir","ltrate","stocks","debtgdp","revenue","expenditure","xrusd","crisisJST","tloans","tmort","thh","tbus","hpnom","tloanspch4","no.crises.p.3yrs","ca.deficit.neg3yrs","yield.conversion","stir.up","impexp.ratio","stocks.crsi","hpnom.crsi","xrusd.crsi"
"1","AUS","Australia",1870,0,0,0,0,0,0,0,0,193,1775,3273.23943661972,13.8361565577557,NA,208.78,0.1092656,2.708333,-6.147594,36,37,23.3,54.3,4.88,4.878,0.0818417171092518,0.172568,NA,NA,0.36607,0,54.792,1.68,1.68,53.112,0.492252613624,NA,NA,0,1,NA,NA,NA,NA,NA
"2","AUS","Australia",1871,0,0,0,0,0,0,0,0,193,1675,3298.50746268657,13.9368644901559,NA,211.56,0.1045791,2.666667,5.260774,34,46,27.2,59.5,4.6,4.6729,0.075261643053668,0.191799,NA,NA,0.36703,0,53.748,1.766,1.766,51.982,0.469877494822909,NA,NA,0,0,0,0.972972972972973,NA,NA,NA
"3","AUS","Australia",1872,0,0,0,0,0,0,0,0,193,1722,3553.4262485482,15.044246890548,NA,227.4,0.130438,2.541667,7.867636,38,53,36.2,68.5,4.6,4.6948,0.0869723547128187,0.15492,NA,NA,0.36479,0,55.822,1.47,1.47,54.352,0.484794240690303,NA,NA,0,0,0,0.739130434782609,NA,NA,NA
"4","AUS","Australia",1873,0,0,0,0,0,0,0,0,193,1769,3823.62916902205,16.2194426725563,NA,266.54,0.1249862,2.541667,-11.0478328,49,50,38.6,73.7,4.4,4.717,0.100566133754432,0.142692,NA,NA,0.36413,0,65.38,1.364,1.364,64.016,0.469877494822909,NA,1,1,0,0,0.716981132075472,NA,NA,NA
"5","AUS","Australia",1874,0,0,0,0,0,0,0,0,193,1822,3834.79692645445,16.268227821719,NA,287.58,0.1419599,2.666667,-5.5639588,49,54,37.9,79.3,4.5,4.6083,0.106107327724301,0.194322,NA,NA,0.37018,0,71.478,1.434,1.434,70.044,0.56683634296097,0,1,1,0,1,0.98,NA,NA,NA
"6","AUS","Australia",1875,0,0,0,0,0,0,0,0,193,1874,4138.20704375667,17.5921069732709,NA,300.74,0.160564,2.75,-7.9087368,50,52,37.5,88.5,4.6,4.59,0.111136815058433,0.233687,NA,NA,0.35898,0,79.954,1.564,1.564,78.39,0.56683634296097,1,1,1,1,1,0.907407407407407,NA,NA,NA
"7","AUS","Australia",1876,0,0,0,0,0,0,0,0,193,1929,4007.25764644894,17.0190332916129,NA,311.26,0.1678778,2.791667,-6.9521128,48,51,38.2,95.8,4.6,4.49,0.111776451404093,0.158506,NA,NA,0.3695,0,86.206,1.86,1.86,84.346,0.522086105358788,1,1,1,1,0,0.961538461538462,NA,NA,NA
"8","AUS","Australia",1877,0,0,0,0,0,0,0,0,193,1995,4036.09022556391,17.1456520086306,NA,313.66,0.2099336,2.875,-14.6247988,52,51,40.2,105.7,4.5,4.35,0.117213360342204,0.176092,NA,NA,0.39726,0,101.036,2.42,2.42,98.616,0.522086105358788,1,1,1,1,0,0.941176470588235,NA,NA,NA
"9","AUS","Australia",1878,0,0,0,0,0,0,0,0,193,2062,4277.40058195926,18.2052613998842,NA,324.3,0.181141,2.833333,-16.3359228,52,50,38.7,106.2,4.8,4.46,0.113375542268244,0.172852,NA,NA,0.41089,0,106.648,2.754,2.754,103.894,0.589211461762061,1,1,0,1,1,1.01960784313725,NA,NA,NA
"10","AUS","Australia",1879,0,0,0,0,0,0,0,0,193,2127,4204.98354489892,17.8872470043049,NA,334.44,0.1615086,2.75,-12.3326728,48,44,37.2,108.3,4.9,4.5,0.0972247245403274,0.208934,NA,NA,0.41461,0,102.726,2.9,2.9,99.826,0.604128207629455,0,1,0,1,1,1.04,NA,NA,NA
"11","AUS","Australia",1880,0,0,0,0,0,0,0,0,193,2197,4285.38916704597,18.240585086726,NA,344.32,0.1764724,2.666667,0.785789200000001,46,59,44.6,114.8,4.7,4.12,0.107458906070888,0.222212,NA,NA,0.412523,0,94.008,2.996,2.996,91.012,0.574294715894667,0,1,0,1,0,1.09090909090909,64.107721987141,32.4941841865477,43.6525471458757
"12","AUS","Australia",1881,0,0,0,0,0,0,0,0,193,2269,4454.82591449978,18.9854189304776,NA,362.82,0.2123455,2.625,-20.8488468,58,54,57.3,134,4.7,3.84,0.126807905527105,0.232202,NA,NA,0.415875,0,115.8,3.834,3.834,111.966,0.574294715894667,0,1,1,1,0,0.779661016949153,82.4222391374702,54.353310453434,62.1896216481775
"13","AUS","Australia",1882,0,0,0,0,0,0,0,0,193,2348,4062.60647359455,17.2556716292527,NA,382.32,0.1805267,2.666667,-30.3118248,72,57,55.6,149.3,4.5,3.89,0.13464345076144,0.23255,NA,NA,0.412437,0,144.204,4.328,4.328,139.876,0.598907346575867,0,1,1,1,0,1.07407407407407,77.6995980155083,73.6345965143555,38.637271297949
"14","AUS","Australia",1883,0,0,0,0,0,0,0,0,193,2447,4475.27584797712,19.0823819447885,NA,412.1,0.187123,2.958333,-26.8269116,71,63,52.4,155.9,4.7,4.2,0.151593813921432,0.24091,NA,NA,0.413176,0,156.068,4.946,4.946,151.122,0.623519977257067,1,1,1,1,1,1.26315789473684,89.558269695732,78.2909834555263,57.2710167338128
"15","AUS","Australia",1884,0,0,0,0,0,0,0,0,193,2556,4303.59937402191,18.3177101565641,NA,430.46,0.2035062,3,-32.1199336,74,55,56.6,171.9,4.9,4.17,0.161668086365577,0.293268,NA,NA,0.413797,0,166.832,5.052,5.052,161.78,0.656336818165333,1,1,1,1,1,1.12698412698413,85.5369885236597,90.1698312375629,62.1022113176784
"16","AUS","Australia",1885,0,0,0,0,0,0,0,0,193,2650,4422.2641509434,18.841391405045,NA,441.62,0.1862147,3,-48.4419816,80,53,61.8,182.9,4.8,4.2,0.163746904488972,0.312289,NA,NA,0.413095,0,184.046,5.428,5.428,178.618,0.6891536590736,1,1,1,1,0,1.34545454545455,76.7255389230437,89.6483564511126,39.8430140615025
"17","AUS","Australia",1886,0,0,0,0,0,0,0,0,193,2741,4329.44180955856,18.4322844072948,NA,452.9,0.2182139,3,-44.0124736,68,42,58.5,186.3,4.7,4.11,0.165985631698783,0.342074,NA,NA,0.412125,0,191.218,5.9,5.9,185.318,0.730174710208933,0,1,1,1,0,1.50943396226415,77.5129388453821,94.6438550170743,33.1898686563577
"18","AUS","Australia",1887,0,0,0,0,0,0,0,0,193,2835,4631.74603174603,19.7635521810227,NA,472.52,0.2019936,2.916667,-30.0829576,59,48,66.3,199.7,4.6,3.7037,0.179417994957644,0.325023,NA,NA,0.414472,0,198.792,5.958,5.958,192.834,0.779399971571333,0,1,1,1,0,1.61904761904762,88.7650871284554,95.5673578933691,70.8214767671106
"19","AUS","Australia",1888,0,0,0,0,0,0,0,0,193,2932,4503.7517053206,19.1986768335601,NA,503.06,0.210911,2.791667,-43.7032436,74,58,75.3,218.6,4.6,3.7037,0.214438084882531,0.328934,NA,NA,0.412903,0,230.834,6.888,6.888,223.946,0.853237863614933,0,1,1,1,0,1.22916666666667,99.5371804672834,99.4441322823472,39.6124618252573
"20","AUS","Australia",1889,0,0,0,0,0,0,0,0,193,3022,4746.85638649901,20.2667882010163,NA,535.74,0.1861224,2.791667,-41.2276556,73,59,71.7,227.5,4.5,3.6697,0.229469539005542,0.321197,NA,NA,0.411774,0,247.648,8.418,8.418,239.23,0.943484176112667,0,1,1,1,0,1.27586206896552,83.0380953112513,99.7127821496645,34.8874020857616
"21","AUS","Australia",1890,0,0,0,0,0,0,0,0,193,3107,4457.67621499839,18.9973621827622,NA,552.72,0.1699273,2.791667,-43.1893216,72,56,74,236.5,4.3,3.7383,0.208201630512346,0.346874,NA,NA,0.41277,0,259.628,9.51,9.51,250.118,0.820421022706667,0,1,1,1,0,1.23728813559322,26.3534878077393,23.4861356651572,69.2858950240387
"22","AUS","Australia",1891,0,0,0,0,0,0,0,0,193,3196,4666.45807259074,19.9126404065759,NA,540.3,0.1954487,2.75,-27.7307896,75,79,69.5,238.7,4.3,3.8095,0.194449449080655,0.373381,NA,NA,0.413351,0,264.274,9.8,9.8,254.474,0.8122168124796,0,1,0,1,0,1.28571428571429,23.7479727586781,25.4750950525438,67.9041157224513
"23","AUS","Australia",1892,0,0,0,0,0,0,0,0,193,3274,3995.41844838119,16.9793574026673,NA,495.7,0.1367057,2.708333,-14.7066856,60,69,67.1,240.6,4.3,3.8095,0.178298631352739,0.440705,NA,NA,0.412315,0,261.668,9.906,9.906,251.762,0.6645410283924,0,1,0,1,0,0.949367088607595,18.4358363422407,12.4863114104213,33.7002348045723
"24","AUS","Australia",1893,0,0,0,0,0,0,1,1,193,3334,3707.85842831434,15.734931243009,NA,431.1,0.1115229,2.625,3.633608,48,72,60.5,217.8,4.2,3.8462,0.163586995402557,0.517097,NA,NA,0.413172,1,235.184,9.802,9.802,225.382,0.5414778749864,0,0,0,1,0,0.869565217391304,18.1472460513146,8.88397068467846,66.7606902668696
"25","AUS","Australia",1894,0,0,0,0,0,0,0,0,193,3395,3765.53755522828,15.9841201169479,NA,401.2,0.1194606,2.458333,-0.183372,46,69,65,216.6,3.9,3.5,0.159589268242182,0.548581,NA,NA,0.412412,0,223.326,9.632,9.632,213.694,0.4676399829428,0,0,1,1,0,0.666666666666667,23.559947518563,13.8709563309209,41.528030553495
"26","AUS","Australia",1895,0,0,0,0,0,0,0,0,193,3460,3487.28323699422,14.7803819862594,NA,385.62,0.110825,2.291667,-12.07745,59,73,74.4,222.3,3.6,3.07,0.168863995254253,0.600855,NA,NA,0.411043,0,207.882,9.262,9.262,198.62,0.410210511353333,0,0,1,1,0,0.666666666666667,64.5363754370454,19.4394698310539,22.0438881323761
"27","AUS","Australia",1896,0,0,0,0,0,0,0,0,193,3523,3684.92761850695,15.6333123845872,NA,400.82,0.129618,2.291667,-15.21394,64,76,81,226.4,3.3,3,0.188372903796884,0.53442,NA,NA,0.41305,0,205.668,9.114,9.114,196.554,0.4676399829428,0,0,1,1,0,0.808219178082192,81.6527266152393,72.6288297249624,74.7844202308424
"28","AUS","Australia",1897,0,0,0,0,0,0,0,0,193,3586,3419.96653653095,14.489088087317,NA,417.8,0.1004498,2.291667,-12.21109,63,82,80.2,222.5,3.1,3.22,0.179577904044059,0.581306,NA,NA,0.412965,0,196.532,8.898,8.898,187.634,0.533273664759333,0,1,0,0,0,0.842105263157895,46.6216651668471,80.6456116860804,52.7140505072376
"29","AUS","Australia",1898,0,0,0,0,0,0,0,0,193,3642,3891.26853377265,16.5170118396483,NA,441.24,0.1270017,2.25,-23.801458,83,88,79.2,219.7,3,3,0.186134176587074,0.510976,NA,NA,0.416282,0,183.974,9.364,9.364,174.61,0.508661034078133,0,1,0,0,0,0.768292682926829,65.5751501494867,48.582478291275,84.5367757921533
"30","AUS","Australia",1899,0,0,0,0,0,0,0,0,193,3691,3839.60986182606,16.2948471043534,NA,477.6,0.1274656,2.375,10.528426,69,104,88.5,233.2,3.1,3.12,0.204843539697631,0.514194,NA,NA,0.415517,0,178.988,9.972,9.972,169.016,0.492252613624,0,1,0,0,1,0.943181818181818,81.7782862656661,46.3606563266242,48.1950705641431
"31","AUS","Australia",1900,0,0,0,0,0,0,0,0,193,3741,4013.3654103181,17.0422112981653,NA,492.42,0.1210629,2.416667,-14.2625044224877,85,98,89.8,243.2,3.1,3.34,0.216996630265172,0.509085,NA,NA,0.415504,0,181.37,10.084,10.084,171.286,0.557886295440533,0,1,1,0,0,0.663461538461538,83.6452389852887,72.9276481781521,50.9282580799203
"32","AUS","Australia",1901,1,0,0,0,0,0,0,0,193,3795,3838.73517786561,16.2899888322377,22.8507,504.56,0.1312649,2.458333,-19.5129117887562,81,98,93.5,251,2.88,3.83,0.216037175746682,0.467679,NA,NA,0.415084,0,182.96,10.252,10.252,172.708,0.611382241578667,0,1,1,0,0,0.86734693877551,51.4934747033126,76.1866388460036,40.3044884874954
"33","AUS","Australia",1902,1,0,0,0,0,0,0,0,193,3850,3822.5974025974,16.2204548125805,23.0631,534.66,0.1554054,2.625,-19.5222,77,85,93.7,257.1,2.88,3.57,0.217156539351587,0.464439,22,7.8,0.415271,0,182.406,10.522,10.522,171.884,0.5960976855392,0,1,0,0,0,0.826530612244898,63.0944123086371,52.3617292143619,70.3132142208505
"34","AUS","Australia",1903,1,0,0,0,0,0,0,0,193,3896,4076.23203285421,17.3096186925384,23.5522,515.4,0.1588785,2.666667,-24.6527,71,94,93,256.2,3.13,3.79,0.236825356980633,0.497428,24,8.6,0.415516,0,184.358,11.568,11.568,172.79,0.580813129499733,0,1,0,0,1,0.905882352941176,80.7851060142228,42.4270388967052,77.7827751311867
"35","AUS","Australia",1904,1,0,0,0,0,0,0,0,193,3946,4294.72883933097,18.2492894909335,24.6377,539.48,0.1160714,2.541667,3.5857,67,113,90.2,257.6,3.25,4.01,0.26544908344892,0.478772,24,8.6,0.414639,0,182.28,11.85,11.85,170.43,0.557886295440533,0,1,0,0,1,0.75531914893617,92.5558732562104,28.1205029182841,29.0818141369445
"36","AUS","Australia",1905,1,0,0,0,0,0,0,0,193,4004,4281.96803196803,18.1943302876236,24.9941,534.66,0.1058559,2.541667,29.8327,70,110,92.1,270.8,3.25,3.45,0.285277810164382,0.491269,22,9,0.414881,0,178.254,12.124,12.124,166.13,0.5502440174208,0,1,0,0,0,0.592920353982301,82.3641629180113,34.6391357161755,59.6337739988686
"37","AUS","Australia",1906,1,0,0,0,0,0,0,0,193,4062,4507.38552437223,19.165984710781,24.2845,576.82,0.1106472,2.583333,38.8158,81,135,100.5,292.8,3.25,3.38,0.305746173225503,0.47075,24,10,0.414946,0,181.94,12.032,12.032,169.908,0.580813129499733,0,1,0,0,0,0.636363636363636,84.2976996935114,71.7705569512708,61.2959794837466
"38","AUS","Australia",1907,1,0,0,0,0,0,0,0,193,4127,4616.42839835231,19.6370346780075,27.1731,647.86,0.133829,2.583333,41.7319,94,143,112.7,313.2,3.19,3.57,0.316140263842479,0.412483,26,12,0.41197,0,194.662,11.838,11.838,182.824,0.626666797618133,0,1,0,0,0,0.6,75.3440986217361,82.5156900568298,15.0641391819798
"39","AUS","Australia",1908,1,0,0,0,0,0,0,0,193,4197,4693.11412913986,19.9688141779147,25.6892,645.46,0.141791,2.666667,25.9683,91,127,111.9,324.2,3.19,3.66,0.351799990113027,0.423596,30,13,0.414803,0,206.832,12.012,12.012,194.82,0.657235909697067,0,1,0,0,0,0.657342657342657,96.0023990382838,79.3856161128669,72.7890871000493
"40","AUS","Australia",1909,1,0,0,0,0,0,0,0,193,4278,4980.59841047218,21.2156694736309,25.2685,690,0.1308901,2.708333,13.2355,93,128,113.2,337.6,3.13,3.82,0.386820080037915,0.406307,28,15,0.413555,0,203.224,13.536,13.536,189.688,0.6648781877168,0,1,0,0,0,0.716535433070866,92.9904967221387,77.6985504436372,31.3617217352252
"41","AUS","Australia",1910,1,0,0,0,0,0,0,0,193,4375,5209.82857142857,22.2142468214299,25.438,750.22,0.130016,2.75,24.1821,109,147,130.2,368,3.13,3.64,0.403610534111491,0.387713,32,26,0.41396,0,207.768,13.564,13.564,194.204,0.672520465736533,0,1,0,0,0,0.7265625,79.8091899707159,79.0300034681005,68.0928827578012
"42","AUS","Australia",1911,1,0,0,0,0,0,0,0,193,4500,5103.77777777778,21.7490672663433,27.6266,823.68,0.1432749,2.958333,16.0617,122,156,147.2,410.7,3.25,3.83,0.426797351641668,0.258879,38,30,0.414656,0,231.588,14.23,14.23,217.358,0.718374133854933,0,1,0,0,1,0.741496598639456,79.8952286861294,94.6766737852533,75.7494799097462
"43","AUS","Australia",1912,1,0,0,0,0,0,0,0,193,4661,5098.47672173353,21.7256868317861,27.3037,883.88,0.1689373,3.208333,-36.0315,142,155,150.9,435.2,3.38,4.85,0.432234260579778,0.373647,42,34,0.414165,0,256.664,17.89,17.89,238.774,0.764227801973333,0,1,1,0,1,0.782051282051282,69.9331448425467,92.2652898288149,38.245505847802
"44","AUS","Australia",1913,1,0,0,0,0,0,0,0,193,4821,5156.8139390168,21.9828716119156,28.0439,965.78,0.1832918,3.166667,-42.0521,145,154,143.4,440,3.3,4.25,0.451263441863164,0.370718,44,36,0.413849,0,247.38,21.03,21.03,226.35,0.817723748111467,0,1,1,0,0,0.916129032258065,79.9617974114153,96.0856760954524,36.3846562125837
"45","AUS","Australia",1914,1,0,0,0,0,0,0,0,193,4933,5026.75856476789,21.415567128395,26.9714,1040.44,0.1724537,3.333333,-22.4794,NA,NA,159.3,478.7,3.3,4.47,0.496197895145783,0.381482,44,64,0.40967,0,252.826,22.17,22.17,230.656,0.833008304150934,0,1,1,0,0,0.941558441558442,96.6487524859021,79.5584849375327,10.3658370302245
"46","AUS","Australia",1915,1,0,0,1,0,0,0,1,193,4971,4896.60028163347,20.8567646210772,25.2199,1009.12,0.1527446,3.708333,-82.6498,116,116,164,507.2,3.39286,5.06,0.487722713565787,0.443556,44,128,0.427269,0,256.814,22.708,22.708,234.106,0.855935138210133,0,0,1,0,1,NA,34.3472917364762,79.6915659015434,87.4781334165078
"47","AUS","Australia",1916,1,0,0,1,0,0,0,1,193,4955,4878.30474268416,20.7790322672246,25.0483,1166.88,0.124871,3.791667,-139.2182,140,128,207.5,557.1,3.5,5.33,0.438150896777133,0.460578,62,162,0.425917,0,289.09,22.414,22.414,266.676,0.886504250289067,0,0,1,0,1,1,18.4214038612988,83.1369643797794,50.5316344638319
"48","AUS","Australia",1917,1,0,0,0,0,0,0,0,193,4950,4791.11111111111,20.4080829483838,21.6011,1230.7,0.1164384,4.041667,-30.2684,138,173,245,613.9,3.60714285714286,4.94,0.444547260233734,0.512035,68,174,0.424509,0,276.202,28.268,28.268,247.934,0.917073362368,0,0,1,0,1,1.09375,43.3280059583597,83.206824053149,39.6670704141622
"49","AUS","Australia",1918,1,0,0,0,0,0,0,0,193,5032,4601.55007949126,19.5872373888207,21.3702,1278.86,0.1007533,4.333333,-58.8986,111,150,261.2,658.6,3.64285714285714,5.29,0.471731804924286,0.61629,74,214,0.424438,0,320.696,39.91,39.91,280.786,0.9858538645456,0,0,0,0,1,0.797687861271676,67.54535606851,99.9409238923433,52.2358489093239
"50","AUS","Australia",1919,1,0,0,0,0,0,0,0,193,5193,4715.5786635856,20.0881454867587,22.6671,1378.82,0.1213974,4.875,-135.103704,173,214,277.4,727.8,3.64285714285714,5.87,0.505312713071439,0.606288,90,194,0.457375,0,382.842,27.942,27.942,354.9,1.11577259088107,1,0,0,0,0,0.74,79.9139821435246,99.9760788334151,91.7845985638944
"51","AUS","Australia",1920,1,1,0,0,0,0,0,1,193,5358,4765.58417319895,20.3079822999981,22.7858,1508.86,0.1644054,4.958333,46.4956,180,288,307.8,777.5,3.78571428571429,7.22,0.566078165909143,0.612051,106,186,0.559412,0,350.508,28.556,28.556,321.952,1.260975873256,0,0,0,0,1,0.808411214953271,90.5665981312595,96.6547626139871,94.8204099814806
"52","AUS","Australia",1921,1,0,0,0,0,0,0,0,193,5461,4910.82219373741,20.9387479630311,24.1007,1664.2,0.1758321,4.5,-288.443,298,254,301.1,814.9,3.875,6.78,0.580469983686494,0.59081,132,156,0.529755,0,412.77,26.804,26.804,385.966,1.32211409741387,1,0,1,0,1,0.625,77.0938347678139,83.3245829200567,38.6143119231362
"53","AUS","Australia",1922,1,0,0,0,0,0,0,0,193,5574,5063.68855400072,21.6040276008866,23.9901,1659.4,0.1872279,4.416667,-10.2156,188,248,296.9,838.3,3.91666666666667,6.09,0.6572263451657,0.633672,128,142,0.452662,0,396.984,33.474,33.474,363.51,1.3526832094928,0,0,1,0,1,1.17322834645669,96.8992500964479,73.3261133188996,23.1593178605963
"54","AUS","Australia",1923,1,0,0,0,0,0,0,0,193,5697,5192.03089345269,22.1636398202238,26.3609,1818.34,0.1807947,4.416667,-136.2052,240,232,302,891.3,3.95833333333333,5.27,0.762766342199608,0.592318,128,150,0.435688,0,439.116,36.416,36.416,402.7,1.36796776553227,0,0,1,0,1,0.758064516129032,98.4529957985798,69.9936327907091,25.2731381849801
"55","AUS","Australia",1924,1,0,0,0,0,0,0,0,193,5819,5417.42567451452,23.1464277836465,29.2334,1889.4,0.1848311,4.458333,-170.2578,256,234,306.8,895.5,4,5.96,0.802743613803361,0.588273,130,150,0.44232,0,461.674,44.028,44.028,417.646,1.36796776553227,0,1,1,0,1,1.03448275862069,82.4039865188242,38.4148423355252,61.6725016235225
"56","AUS","Australia",1925,1,0,0,0,0,0,0,0,193,5943,5553.08766616187,23.7384284837556,29.7612,2073.6,0.1753775,4.5,-39.6186,266,322,303.9,922.7,4.04166666666667,5.12,0.860310884912766,0.55302,136,164,0.414471,0,464.144,49.522,49.522,414.622,1.36796776553227,0,1,1,0,1,1.09401709401709,89.4635822488003,41.7481756688586,29.8473388762533
"57","AUS","Australia",1926,1,0,0,0,0,0,0,0,193,6064,5572.55936675462,23.8233470317794,29.5945,1997.8,0.1838457,4.5,-151.1568,274,288,315.9,969.2,4.04166666666667,5.2957,0.956256336761773,0.604521,140,164,0.412575,0,500.3,51.306,51.306,448.994,1.38325232157173,0,1,1,0,0,0.826086956521739,89.7188011224596,50.5750992918998,35.1035222038292
"58","AUS","Australia",1927,1,0,0,0,0,0,0,0,193,6188,5543.79444085326,23.6978416687883,30.356,2082,0.1862348,4.583333,-251.9302,298,266,311.1,997.1,4.04166666666667,5.11,1.02981451651268,0.597108,152,178,0.414338,0,555.236,56.358,56.358,498.878,1.39089459959147,0,1,1,0,0,0.951388888888889,86.5022249289963,57.3079597966117,57.5505988073289
"59","AUS","Australia",1928,1,0,0,0,0,0,0,0,193,6304,5451.77664974619,23.2971354332383,29.2924,2094.2,0.186314,4.625,-184.1698,268,276,301.2,1032.4,4.04166666666667,5.05,1.11936360490509,0.623232,148,170,0.415141,0,539.32,65.154,65.154,474.166,1.4443905457296,0,1,1,0,0,1.1203007518797,86.5730339558824,77.2326102081407,57.361938352735
"60","AUS","Australia",1929,1,0,0,1,0,0,0,1,193,6396,5262.97686053784,22.4786177957306,28.0923,2061.6,0.1787383,4.625,-181.1944,260,278,302.3,1079.7,4.5,5.24,1.18332723947109,0.638435,150,168,0.436583,0,597.618,72.432,72.432,525.186,1.48260193582827,0,0,1,0,1,0.971014492753623,76.6071526590718,82.4042070470585,82.0941528259073
"61","AUS","Australia",1930,1,0,0,1,0,0,0,1,193,6469,4708.3011284588,20.0824775026237,29.4631,1885.8,0.1526181,4.25,-318.3928,238,196,247.8,1026.7,5.22,5.9,0.823531795037313,0.702682,154,164,0.530713,0,632.534,77.214,77.214,555.32,1.2151222051376,0,0,0,0,1,0.935251798561151,15.1568126571507,14.8017055233032,95.5203748273318
"62","AUS","Australia",1931,1,1,0,0,0,0,1,2,193,6527,4353.60808947449,18.5560691322449,23.6234,1549.8,0.1367521,4.083333,-60.6884,124,180,241.8,996,5.88,5.48,0.702000889361903,0.898135,140,148,0.552345,0,583.194,74.712,74.712,508.482,1.04699208870347,0,0,0,1,1,1.21428571428571,15.6844339396823,14.1402524421563,90.3123599667517
"63","AUS","Australia",1932,1,1,0,0,0,0,1,2,193,6579,4563.76348989208,19.458898033762,23.2408,1457,0.0983471,3.916667,48.6544907635938,102,192,254.8,1060.5,4.17,5.4,0.841121794542964,0.98157,144,142,0.716986,0,554.588,72.67,72.67,481.918,1.00113842058507,0,0,0,0,0,0.688888888888889,63.5499174886296,15.668453917705,98.8653921493144
"64","AUS","Australia",1933,1,0,0,0,0,0,0,0,193,6631,4842.40687679083,20.656360896301,25.0851,1522.2,0.1052215,3.916667,6.01409686902981,130,196,251.2,1063.6,3.35,3.82,1.03141360737683,0.952927,148,146,0.593316,0,552.526,70.346,70.346,482.18,0.9629270304864,0,0,0,0,0,0.53125,74.5846957575584,17.489054685148,25.815325022428
"65","AUS","Australia",1934,1,0,0,0,0,0,0,0,193,6682,5059.86231667166,21.5910722085779,26.2182,1632.8,0.1135693,3.916667,30.6828439575575,136,228,286.3,1123.3,2.44,3.2,1.20571451156919,0.901475,148,158,0.500291,0,554.696,67.226,67.226,487.47,1.01642297662453,0,0,0,0,0,0.663265306122449,76.1130442476658,70.5090010198836,22.2210571942333
"66","AUS","Australia",1935,1,0,0,0,0,0,0,0,193,6732,5317.58764111705,22.6990618929845,25.8,1724.4,0.1396648,3.958333,-68.2685288450248,166,208,297.2,1134.7,1.95,3.85,1.35762814366345,0.867318,154,160,0.512258,0,587.414,65.442,65.442,521.972,1.1004880348416,0,0,0,0,0,0.596491228070175,78.8122639476317,80.6053352655638,53.1319866629086
"67","AUS","Australia",1936,1,0,0,0,0,0,0,0,193,6783,5515.84844464101,23.5517898633074,28.0165,1895.4,0.1397713,4.083333,-43.8117056081195,190,248,313.1,1155.5,1.75,4.02,1.49994723057281,0.797776,164,168,0.504947,0,607.232,64.024,64.024,543.208,1.13869942494027,0,1,0,0,0,0.798076923076923,79.6767540096581,75.119951052755,34.1427632193589
"68","AUS","Australia",1937,1,0,0,1,0,0,0,1,193,6841,5745.65122058179,24.5413591648917,28.7718,2067.6,0.1456028,4.166667,35.850812019456,206,296,341.4,1225.6,1.75,3.74,1.67904540735763,0.735469,166,180,0.507732,0,609.006,63.516,63.516,545.49,1.17691081503893,0,0,0,0,0,0.766129032258065,82.5791009800312,75.773614047389,51.4247212727717
"69","AUS","Australia",1938,1,0,0,1,0,0,0,1,193,6904,5886.32676709154,25.1478334673458,29.1542,2236.2,0.1610124,4.25,-98.0576240933788,254,284,353.5,1281.7,1.75,3.91,1.57670359205202,0.686591,178,196,0.513415,0,670.722,63.594,63.594,607.128,1.19983764909813,0,0,1,0,0,0.695945945945946,37.9321405644365,74.8548429069973,56.795621944431
"70","AUS","Australia",1939,1,1,0,1,0,0,0,2,193,6971,5845.56132549132,24.9719235311533,26.1641,2190.4,0.1594283,4.375,-99.4739734697315,226,246,357.6,1294.7,1.75,3.83,1.54152359304072,0.71193,190,280,0.565962986020714,0,694.962,66.498,66.498,628.464,1.23040676117707,0,0,1,0,0,0.894366197183099,37.8299675001974,80.6007031473833,79.7097693643235
"71","AUS","Australia",1940,1,0,0,1,0,0,0,1,193,7042,6166.13916500994,26.355417730126,24.345,2384.4,0.1454545,4.625,-104.987708012074,264,300,451.2,1400.2,1.58,3.3,1.54791995649732,0.677323,224,510,0.655393891728929,0,718.172,67.062,67.062,651.11,1.260975873256,0,0,1,0,0,0.91869918699187,54.4668762966509,79.07557579973,90.1817588554381
"72","AUS","Australia",1941,1,0,0,1,0,0,0,1,193,7111,6788.23006609478,29.0404227861175,23.7585,2583,0.1165501,4.875,-147.968564664641,248,270,500.4,1482.7,1.5,3.23,1.55271722908977,0.664942,300,846,0.622509960159363,0,688.544,64.138,64.138,624.406,1.36032548751253,0,0,1,0,0,0.88,55.1465066867189,94.8339591054042,38.2268197509073
"73","AUS","Australia",1942,1,0,0,0,0,0,0,0,193,7173,7505.45211208699,32.1354457658808,24.0162,3006.8,0.0768923,5.166667,-142.120477543931,340,320,647.8,1653.6,1.5,3.24,1.39440723353891,0.652303,420,1394,0.622083981337481,0,678.284,60.574,60.574,617.71,1.47495965780853,0,0,0,0,0,0.918518518518519,20.8250647403572,99.0813749903625,43.3901627187383
"74","AUS","Australia",1943,1,0,0,0,0,0,0,0,193,7236,7702.83250414594,32.987971308199,21.791,3441.6,0.0503849,5.208333,-92.1766,488,252,888.9,2161.1,1.46,3.23,1.72861722414628,0.701784,588,1440,0.61980909879757,0,602.316,55.282,55.282,547.034,1.55138243800587,0,0,0,0,0,1.0625,78.1504680596972,86.0666925622767,37.8341904254339
